datetime,o,h,l,c,v,address,type
2024-11-11 00:00:00,6.675279105592732e-06,2.087092732963785e-05,6.529650546596742e-06,6.675279105592732e-06,1217303097.457993,Dn3AKjKKt2QVLCSaEzt7Yhief6xsgxTyxv32rKYDpump,1H
2024-11-11 01:00:00,6.675279105592732e-06,6.218807052515408e-05,6.675279105592732e-06,3.579371083033834e-05,2538072691.5134735,Dn3AKjKKt2QVLCSaEzt7Yhief6xsgxTyxv32rKYDpump,1H
2024-11-11 02:00:00,3.579371083033834e-05,6.196972120891746e-05,1.6655902217737337e-05,6.187061219345708e-05,1785861943.9351826,Dn3AKjKKt2QVLCSaEzt7Yhief6xsgxTyxv32rKYDpump,1H
2024-11-11 03:00:00,6.187061219345708e-05,0.0005573463263402302,3.92594600405962e-05,0.000360675341066112,3331164165.6220527,Dn3AKjKKt2QVLCSaEzt7Yhief6xsgxTyxv32rKYDpump,1H
2024-11-11 04:00:00,0.000360675341066112,0.0011991111636601751,0.00015175791574541952,0.00022727332833548947,4893307424.4321575,Dn3AKjKKt2QVLCSaEzt7Yhief6xsgxTyxv32rKYDpump,1H
2024-11-11 05:00:00,0.00022727332833548947,0.0003711585449104611,0.00011233156400918856,0.0001280730389368461,1932902260.3161504,Dn3AKjKKt2QVLCSaEzt7Yhief6xsgxTyxv32rKYDpump,1H
2024-11-11 06:00:00,0.0001280730389368461,0.00046282590235666957,9.994542992221242e-05,0.0004602761286210526,633443302.6881588,Dn3AKjKKt2QVLCSaEzt7Yhief6xsgxTyxv32rKYDpump,1H
2024-11-11 07:00:00,0.0004602761286210526,0.0004602761286210526,0.00024591074367324376,0.00027859039325120753,267874003.3201471,Dn3AKjKKt2QVLCSaEzt7Yhief6xsgxTyxv32rKYDpump,1H
2024-11-11 08:00:00,0.00027859039325120753,0.00047158899470354463,0.00024992225509841935,0.0004381119139909867,198665823.27285087,Dn3AKjKKt2QVLCSaEzt7Yhief6xsgxTyxv32rKYDpump,1H
2024-11-11 09:00:00,0.0004381119139909867,0.0005809060409785922,0.0002948443663789113,0.0005149345523510108,154031151.5668301,Dn3AKjKKt2QVLCSaEzt7Yhief6xsgxTyxv32rKYDpump,1H
2024-11-11 10:00:00,0.0005149345523510108,0.0005702263563097928,0.0003716857145108439,0.0004079790365449357,86106359.38538906,Dn3AKjKKt2QVLCSaEzt7Yhief6xsgxTyxv32rKYDpump,1H
2024-11-11 11:00:00,0.0004079790365449357,0.000616721342089675,0.0003875141430019372,0.0005604590243069136,107642566.81970797,Dn3AKjKKt2QVLCSaEzt7Yhief6xsgxTyxv32rKYDpump,1H
2024-11-11 12:00:00,0.0005604590243069136,0.0005951324500986089,0.00030379129249892805,0.00032184021313660813,151275078.32437596,Dn3AKjKKt2QVLCSaEzt7Yhief6xsgxTyxv32rKYDpump,1H
2024-11-11 13:00:00,0.00032184021313660813,0.0003398658794920462,0.00015271530119889578,0.0002780558723122697,384531083.2237279,Dn3AKjKKt2QVLCSaEzt7Yhief6xsgxTyxv32rKYDpump,1H
2024-11-11 14:00:00,0.0002780558723122697,0.0003297389386600454,0.00021236595774209614,0.000300859528872321,162306879.02660403,Dn3AKjKKt2QVLCSaEzt7Yhief6xsgxTyxv32rKYDpump,1H
2024-11-11 15:00:00,0.000300859528872321,0.000300859528872321,0.0001287533330599273,0.00013132217054988974,328011528.1043471,Dn3AKjKKt2QVLCSaEzt7Yhief6xsgxTyxv32rKYDpump,1H
2024-11-11 16:00:00,0.00013132217054988974,0.0002366840941752139,0.00013072840147518116,0.00018494600210586457,336973947.7370791,Dn3AKjKKt2QVLCSaEzt7Yhief6xsgxTyxv32rKYDpump,1H
2024-11-11 17:00:00,0.00018494600210586457,0.00018494600210586457,0.00010634101848362476,0.00010714470152144264,218758100.07764998,Dn3AKjKKt2QVLCSaEzt7Yhief6xsgxTyxv32rKYDpump,1H
2024-11-11 18:00:00,0.00010714470152144264,0.00013291818351439437,7.908598198809218e-05,0.00012662292389958705,144576608.14143795,Dn3AKjKKt2QVLCSaEzt7Yhief6xsgxTyxv32rKYDpump,1H
2024-11-11 19:00:00,0.00012662292389958705,0.00030034560986819104,0.00011206061835217158,0.0001552077148918258,429510065.6746929,Dn3AKjKKt2QVLCSaEzt7Yhief6xsgxTyxv32rKYDpump,1H
2024-11-11 20:00:00,0.0001552077148918258,0.00040966342158704473,0.0001552077148918258,0.00015769363504342695,497124918.4572659,Dn3AKjKKt2QVLCSaEzt7Yhief6xsgxTyxv32rKYDpump,1H
2024-11-11 21:00:00,0.00015769363504342695,0.00021550445666654802,0.00014208136102660424,0.0001973355414752836,100742129.78599599,Dn3AKjKKt2QVLCSaEzt7Yhief6xsgxTyxv32rKYDpump,1H
2024-11-11 22:00:00,0.0001973355414752836,0.00022950914895681834,0.00019159301282388772,0.00021790584237860208,47701725.321076006,Dn3AKjKKt2QVLCSaEzt7Yhief6xsgxTyxv32rKYDpump,1H
2024-11-11 23:00:00,0.00021790584237860208,0.0012955673435909487,0.00021189852518343385,0.0005013359448757712,945824537.3204112,Dn3AKjKKt2QVLCSaEzt7Yhief6xsgxTyxv32rKYDpump,1H
2024-11-12 00:00:00,0.0005013359448757712,0.0012907668181184229,0.00043058911838056603,0.00045918247492124354,732077085.7792785,Dn3AKjKKt2QVLCSaEzt7Yhief6xsgxTyxv32rKYDpump,1H
2024-11-12 01:00:00,0.00045918247492124354,0.0007809168165706477,0.00043917031895624966,0.00045248437801431843,245902953.916924,Dn3AKjKKt2QVLCSaEzt7Yhief6xsgxTyxv32rKYDpump,1H
2024-11-12 02:00:00,0.00045248437801431843,0.0004947121851463191,0.0002786322302681513,0.00030765507103444275,252899254.907931,Dn3AKjKKt2QVLCSaEzt7Yhief6xsgxTyxv32rKYDpump,1H
2024-11-12 03:00:00,0.00030765507103444275,0.0005195229319401351,0.00030153811434743393,0.0003541322147647171,257480802.6874339,Dn3AKjKKt2QVLCSaEzt7Yhief6xsgxTyxv32rKYDpump,1H
2024-11-12 04:00:00,0.0003541322147647171,0.0006229080429125364,0.0003541322147647171,0.0005160175033089435,79158935.46120499,Dn3AKjKKt2QVLCSaEzt7Yhief6xsgxTyxv32rKYDpump,1H
