datetime,address,c,h,l,o,type,v,token,timestamp
2024-10-31 12:30:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,7.599442271409791e-05,8.980852471391933e-05,7.435160131067886e-05,7.435160131067886e-05,15m,101985313.42183004,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 12:30:00
2024-10-31 12:45:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,7.450318276663316e-05,8.207162221571692e-05,6.228762987758859e-05,7.599442271409791e-05,15m,125945771.555626,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 12:45:00
2024-10-31 13:00:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.0001257817010367329,0.0001257817010367329,7.450318276663316e-05,7.450318276663316e-05,15m,53617751.661758,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 13:00:00
2024-10-31 13:15:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.00012116858055272242,0.00013001080670327768,9.520614990556624e-05,0.0001257817010367329,15m,54436854.326783,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 13:15:00
2024-10-31 13:30:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.000120673502192968,0.00013790822872178338,0.00010918435766634803,0.00012116858055272242,15m,58620133.89824401,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 13:30:00
2024-10-31 13:45:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.00017228831150526355,0.0001928630391795871,0.00011983397976629787,0.000120673502192968,15m,65465675.643419005,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 13:45:00
2024-10-31 14:00:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.00030611015741302116,0.00030689062442506383,0.00015521854736995437,0.00017228831150526355,15m,47842956.69116797,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 14:00:00
2024-10-31 14:15:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.0006323266323290834,0.0006323266323290834,0.00030611015741302116,0.00030611015741302116,15m,72071586.30690098,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 14:15:00
2024-10-31 14:30:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.0009015430876601015,0.0009475735498894152,0.0006323266323290834,0.0006323266323290834,15m,24038542.766558003,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 14:30:00
2024-10-31 14:45:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.0007749119302490215,0.0009015430876601015,0.0007410735898278056,0.0009015430876601015,15m,16245786.688181993,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 14:45:00
2024-10-31 15:00:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.0006125896521839751,0.0009842416505487842,0.0005766568105963809,0.0007749119302490215,15m,44995250.028833985,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 15:00:00
2024-10-31 15:15:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.0007267589546801978,0.0007317197749161514,0.0006125896521839751,0.0006125896521839751,15m,11200250.370595999,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 15:15:00
2024-10-31 15:30:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.0006718258659911393,0.0007267589546801978,0.0006718258659911393,0.0007267589546801978,15m,6794127.751738,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 15:30:00
2024-10-31 15:45:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.0006766556883385591,0.0006766556883385591,0.0004737496112492783,0.0006718258659911393,15m,27102688.660313997,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 15:45:00
2024-10-31 16:00:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.0006793890495479481,0.0006848881725449755,0.0006766556883385591,0.0006766556883385591,15m,628543.0349930001,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 16:00:00
2024-10-31 16:15:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.0006827517797514829,0.0006827517797514829,0.0006793890495479481,0.0006793890495479481,15m,25145.503219000002,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 16:15:00
2024-10-31 16:30:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.0006059780330419453,0.0006827517797514829,0.0006059780330419453,0.0006827517797514829,15m,3815396.838575,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 16:30:00
2024-10-31 16:45:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.0006677505295469455,0.0006677505295469455,0.0006059780330419453,0.0006059780330419453,15m,3638876.0239420007,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 16:45:00
2024-10-31 17:00:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.0006518605973321853,0.0006677505295469455,0.0006518605973321853,0.0006677505295469455,15m,1034500.185282,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 17:00:00
2024-10-31 17:15:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.0006480389147243875,0.0006518605973321853,0.0006480389147243875,0.0006518605973321853,15m,100000.0,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 17:15:00
2024-10-31 17:30:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.0006521069542259637,0.0006521069542259637,0.0006335920067875122,0.0006480389147243875,15m,2575990.496536,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 17:30:00
2024-10-31 17:45:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.0006512945440831842,0.0006599634703766678,0.000645164741113765,0.0006521069542259637,15m,2406142.0473740003,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 17:45:00
2024-10-31 18:00:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.0006354295750123443,0.0006512945440831842,0.0006310785019638737,0.0006512945440831842,15m,1017176.814726,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 18:00:00
2024-10-31 18:15:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.0006388300288149579,0.0006544339521500979,0.0006094275964202424,0.0006354295750123443,15m,5506735.155417001,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 18:15:00
2024-10-31 18:30:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.0006784152336923689,0.0006911466906894527,0.0006388300288149579,0.0006388300288149579,15m,4512759.123658001,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 18:30:00
2024-10-31 18:45:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.000846956337329214,0.000846956337329214,0.0006723465337652518,0.0006784152336923689,15m,11807028.140687006,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 18:45:00
2024-10-31 19:00:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.001011211151545385,0.001011211151545385,0.0008298967472392226,0.000846956337329214,15m,7166822.139556999,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 19:00:00
2024-10-31 19:15:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.001010948038631438,0.001015182250786316,0.0010056230986170535,0.001011211151545385,15m,154872.491473,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 19:15:00
2024-10-31 19:30:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.0010143284679655013,0.0010196421125329004,0.0010042008851201718,0.001010948038631438,15m,598603.221779,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 19:30:00
2024-10-31 19:45:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.0010193614485741684,0.001027938033288374,0.0010143284679655013,0.0010143284679655013,15m,852144.4265600002,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 19:45:00
2024-10-31 20:00:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.0010096757188470902,0.0010232285615817817,0.0010096757188470902,0.0010193614485741684,15m,502919.70785600005,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 20:00:00
2024-10-31 20:15:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.0010003222202276294,0.0010190088183090315,0.0010003222202276294,0.0010096757188470902,15m,848427.55618,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 20:15:00
2024-10-31 20:30:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.0009975819941186854,0.0010003222202276294,0.0009925498163258844,0.0010003222202276294,15m,346714.720636,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 20:30:00
2024-10-31 20:45:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.0010260087705701016,0.0010291744636381035,0.000984691556567882,0.0009975819941186854,15m,1546832.778637,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 20:45:00
2024-10-31 21:00:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.0009963919681786697,0.0010343227345075206,0.0009554663696134542,0.0010260087705701016,15m,4395872.331663999,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 21:00:00
2024-10-31 21:15:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.0009925380623914699,0.0009963919681786697,0.0009866805698402381,0.0009963919681786697,15m,697114.1125849999,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 21:15:00
2024-10-31 21:30:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.0011247705874861398,0.0011388741931062868,0.0009866926669442663,0.0009925380623914699,15m,4514011.456386006,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 21:30:00
2024-10-31 21:45:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.001059167014801992,0.0011247814363659805,0.0010563270692309807,0.0011247705874861398,15m,1989131.6733,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 21:45:00
2024-10-31 22:00:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.0010557213179748677,0.0010725544334984393,0.0010539079091020783,0.001059167014801992,15m,981849.707229,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 22:00:00
2024-10-31 22:15:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.0010617682295488108,0.0010667327331576229,0.0010471166871249854,0.0010557213179748677,15m,1275401.4969319997,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 22:15:00
2024-10-31 22:30:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.0010659631645917327,0.0010712705860762505,0.00106047468206725,0.0010617682295488108,15m,577100.257687,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 22:30:00
2024-10-31 22:45:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.0010648660672093007,0.0010747003187992063,0.0010648660672093007,0.0010659631645917327,15m,534680.156497,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 22:45:00
2024-10-31 23:00:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.0010873714043845416,0.0010882338799091291,0.0010648660672093007,0.0010648660672093007,15m,467686.98750200006,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 23:00:00
2024-10-31 23:15:00,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,0.000998464995997164,0.0010883028211972204,0.0009923353901330196,0.0010873714043845416,15m,2635633.504206,96jjpsvUefDpFuT7kHBg8ZDtDr3D8tCULULnnSG2pump,2024-10-31 23:15:00
