Address,Error,liquidityAddedAt,Price,Liquidity,Total Supply,Market Cap,Circulating Supply,Circulating Market Cap
3ENZv52ZuYJ3nCjYJ1QKd8aPV6E72cMiXzeAgG9kpump,,2024-10-27 16:23:38,0.0014129934879196092,132724.1498944833,1000000000.0,1412993.4879196093,1000000000.0,1412993.4879196093
9wNdVStewqYtvC3dLKLZKf1WkPbMWtMFyNiWWFVapump,,2024-10-27 16:22:43,0.0017823423239542507,141273.38442249957,1000000000.0,1782342.3239542507,1000000000.0,1782342.3239542507
FCwAot3n4CjTqH1mo21jvjW2VJpqb5GP93v5oNMYM1Yx,,2024-10-27 16:14:31,0.00047600000787326364,109737.15993972364,1000000000.0,476000.0078732636,1000000000.0,476000.0078732636
HLs2qtmwFkM3Reob1XC8bjnuQnHek1rAVgNUW76dMG7L,,2024-10-27 15:57:50,0.000225660772326666,38367.26869575173,1000000000.0,225660.77232666602,1000000000.0,225660.77232666602
7PV274daDDu74CHoHg6BDrSmiHVzQBQ8D27bkJV7tf22,,2024-10-27 15:36:21,0.00023061150048636227,74858.70735360662,1000000000.0,230611.50048636226,1000000000.0,230611.50048636226
B7hx74SWaVF5wVDiFhxRPzR4iVP4tcxqUNf9SNb6pump,,2024-10-27 15:32:09,0.0004648830419258031,87649.28586349243,942454545.454545,438131.13596770895,942454545.454545,438131.13596770895
321tt4d8ZCGAdUB9PdB2cMtEL3uaJV4MaCzY2pTQpump,,2024-10-27 15:25:36,0.0009838843971224178,163231.50464987048,955434503.850197,940037.1008106074,955434503.850197,940037.1008106074
DtWz93pDUZe5cYqBFmZjXq1wzZqZPygCeox5d3ajpump,,2024-10-27 15:18:03,0.0003977882842985784,67374.39556676726,999999999.132204,397788.2839533793,999999999.132204,397788.2839533793
J6BJvFQ89ZWz67t2Jyz6Q1vHHcLAfpLU36BvHWSpK3Rr,,2024-10-27 14:59:23,0.003852502374610805,289568.7686789762,1000000000.0,3852502.374610805,1000000000.0,3852502.374610805
AMVrpkM6SL91DsNoeQSKoCBuczva1igUtAXCJ8C1Edac,,2024-10-27 14:47:15,0.004847636213867495,293956.14809620613,1000000000.0,4847636.213867495,1000000000.0,4847636.213867495
